issue number,issue title,created at,closed at,state,number of comments
20661,How to enable ActiveRecord to support CJK query?,2015-06-22 09:04:03,2015-06-22 14:45:38,closed,5
20662,proposal: deprecate save() in favor of save!(),2015-06-22 12:40:34,2015-06-22 12:43:34,closed,2
20666,ActionController::UnknownFormat should return HTTP 406,2015-06-22 19:28:00,2016-02-25 09:30:00,closed,22
20670,belongs_to presence validation broken when creating from association and setting id to nil,2015-06-23 09:37:10,2015-06-24 03:51:28,closed,6
20671,Missing documentation,2015-06-23 11:40:35,2015-06-23 12:01:53,closed,1
20675,it is nightmare to use rails on windows7 ,2015-06-23 18:58:59,2015-06-23 19:25:48,closed,1
20680,"method 'url_for': given 3, expected 1",2015-06-24 05:17:23,2015-07-27 20:13:56,closed,7
20684,Date.parse doesn't handle time_zone,2015-06-24 09:03:18,2015-06-24 15:05:16,closed,2
20685,Rails 4.2.3.rc1 can't do rake db:drop:all,2015-06-24 10:15:20,2015-06-24 16:06:21,closed,14
20686,jquery warning while using js request,2015-06-24 10:49:58,2015-06-24 16:38:09,closed,3
20687,Controller before_action callbacks are not appended,2015-06-24 12:44:10,2015-06-24 16:14:29,closed,5
20688,Rails 4.2.2 maybe made it impossible to handle HEAD requests in a mounted engine,2015-06-24 15:28:31,2015-06-24 16:24:01,closed,8
20689,add_foreign_key with table_name_prefix causes ActiveRecord::StatementInvalid,2015-06-24 16:21:31,2015-06-27 04:50:51,closed,2
20694,A Guide to Testing Rails Applications: generate unit test if controller and/or model exist,2015-06-24 22:28:11,2015-07-15 13:55:23,closed,1
20695,any? is not as efficient as it could be.,2015-06-25 00:01:59,2015-06-25 21:09:50,closed,2
20700,Rails scopes generating invalid scope type messages.,2015-06-25 15:37:39,2015-07-06 21:58:49,closed,19
20702,custom @locking_column is *not* being inherited by subclasses,2015-06-26 01:43:00,2015-06-29 20:21:52,closed,3
20703,asset_path(...) returns the plain path without the fingerprint ,2015-06-26 03:35:07,2015-06-26 03:40:46,closed,10
20704,wrong behaviour of Active Record's preloader after 4.1,2015-06-26 09:39:58,2015-06-29 13:02:59,closed,1
20705,Rails Guides: Generated migration different than one shown in guide,2015-06-26 12:34:27,2015-06-28 10:13:46,closed,9
20707,Named route helpers started generating incorrect formats in 4.1.11,2015-06-26 20:00:28,2015-07-27 20:31:33,closed,6
20710,Rails 4.2.3 controller tests parse RSS responses as HTML not XML,2015-06-26 21:48:17,2015-10-27 02:40:47,closed,6
20713,Images in Mailer Preview still fail in Rails 4.2.3,2015-06-26 23:50:21,2015-06-27 04:14:17,closed,1
20717,Rake aborted,2015-06-27 09:19:28,2015-06-27 12:12:59,closed,2
20718,Rails 4.2.3 postgresql_adapter.rb problem for has_one through has_one scopes,2015-06-27 14:36:17,2015-06-30 20:11:30,closed,5
20719,"Rails 4.2.3 possible regression with has_many, order, and through",2015-06-27 16:05:17,2015-06-30 19:42:39,closed,4
20721,Rails 4.2.3 regression on unscoped belongs_to,2015-06-27 22:42:58,2015-06-30 17:02:00,closed,7
20722,ActiveRecord 4.2.3 regression: unscope mutates source relation's where_values,2015-06-27 23:17:08,2015-07-19 21:26:04,closed,14
20723,root path issues when server is run as a daemon,2015-06-28 01:45:20,2015-06-28 03:01:19,closed,3
20725,"Outdated rubyonrails.org, messy blog",2015-06-28 11:12:12,2015-06-28 12:56:19,closed,1
20727,ActiveRecord 4.2.3 regression on has_many :through association,2015-06-28 17:23:36,2015-06-30 17:02:00,closed,1
20729,ActionDispatch response headers for status code 205,2015-06-29 04:21:04,2016-03-11 18:46:27,closed,7
20730,v4.2.3 `has_transactional_callbacks?` returns false then one of Oracle enhanced unit test gets failed,2015-06-29 12:26:04,2016-01-08 22:13:41,closed,5
20731,ActiveRecord: order direction ignored when using #last,2015-06-29 14:13:22,2015-06-29 14:20:36,closed,5
20733,Rails.cache.fetch is active in spite of ActionController::Base.perform_caching,2015-06-29 18:41:41,2015-12-23 23:40:21,closed,6
20740,Rails 4.2.3 request specs fails with RoutingError when RAILS_RELATIVE_URL_ROOT is set,2015-06-30 04:18:52,2016-03-11 15:15:20,closed,4
20742,ActiveJob 4.2.3 tests fail,2015-06-30 12:50:08,2015-06-30 12:53:06,closed,1
20743,ActiveRecord dump_schema_after_migration setting should apply to all migration rake tasks,2015-06-30 13:01:29,2015-06-30 14:37:58,closed,4
20744,Model.joins silently ignores where chaining,2015-06-30 17:16:32,2015-06-30 17:22:00,closed,1
20745,default_scope of has_one :through model cached too agressively,2015-06-30 20:06:03,2015-08-13 00:19:27,closed,1
20749,Named primary key with specified type is not reflected in schema.rb,2015-07-01 15:06:33,2016-07-13 14:14:10,closed,11
20754,ActiveJob NoQueueError when using Resuque queue adapter,2015-07-01 23:01:13,2015-07-10 12:00:55,closed,5
20755,"Updating column on model without PK causes ""undefined method 'to_sym' for nil:NilClass""",2015-07-02 00:45:10,2015-08-10 07:32:08,closed,9
20756,ActiveSupport #titleize does not work with Unicode characters,2015-07-02 07:41:25,2015-07-04 08:31:38,closed,8
20769,Rails 3.2.2  actionpack-3.2.22   method number_to_currency erro ,2015-07-03 06:50:35,2015-07-03 07:21:19,closed,2
20774,ActionMailer 4.2.3: deliver_later loses locale,2015-07-03 10:18:10,2015-07-05 20:43:36,closed,0
20775,ActiveSupport 4.2 - `JSON.dump` broken for Structs,2015-07-03 17:45:30,2015-07-11 19:59:12,closed,16
20776,4.2.3 escape angle brackets in classname for exceptions,2015-07-03 21:12:05,2015-07-03 21:22:58,closed,2
20786,"Routes: ""resources :stoves"" creates route prefixes such as ""new_stofe""",2015-07-06 08:45:13,2015-07-06 08:49:47,closed,1
20792,active_record_validations.html should be clear about return values of custom validation methods,2015-07-06 20:27:07,2015-07-07 12:43:16,closed,4
20798,"serialize :column, Hash returns string",2015-07-07 18:56:59,2015-10-21 17:40:07,closed,17
20799,ActiveJob ignores locale during serialization,2015-07-07 19:51:08,2015-08-04 09:58:22,closed,3
20814,form helper formatting of array attributes changed from Array#to_s to Array#join(' '),2015-07-08 17:23:08,2015-07-09 16:11:24,closed,16
20816,Put back #19073 fix without the association regression.,2015-07-08 20:21:56,2015-07-17 19:07:18,closed,6
20817,ActiveRecord 4.2 breaks find_by association subquery,2015-07-09 02:34:53,2015-10-20 21:26:42,closed,2
20820,Creating Records via #new on an AR::Relation object can fail due to enums.,2015-07-09 13:32:44,2015-07-18 13:23:36,closed,5
20824,new_record? unexpectedly returns true,2015-07-09 20:10:46,2015-07-20 15:17:19,closed,4
20825,'select as' and count are not getting along,2015-07-09 21:16:52,2015-07-09 21:29:43,closed,2
20833,Arel.scope ? Unexpected sql(result) at the class method and scope。,2015-07-10 14:40:33,2015-07-10 16:02:37,closed,4
20834,Documentation for ActiveRecord::Enum is wrong,2015-07-10 15:09:04,2015-07-10 15:11:23,closed,2
20837,"ActionDispatch::Response#[] delegated to @header.[], but @header is nil",2015-07-10 21:17:26,2015-12-23 21:07:33,closed,10
20844,Spelling mistake in auto-generated Gemfile,2015-07-11 08:00:33,2015-07-11 13:05:07,closed,1
20855,"Data too long on update and delete action only, with longtext.",2015-07-12 15:54:07,2016-03-11 18:44:36,closed,3
20858,live stream with devise Uncaught ThrowError,2015-07-13 06:17:31,2015-07-13 11:14:00,closed,1
20859,"Generated schema.rb ignores ""id: false""",2015-07-13 06:58:31,2015-07-18 13:24:39,closed,1
20860,Cache_counter  for HABTM,2015-07-13 07:52:18,2015-07-13 11:14:54,closed,1
20861,Creating Table in Mysql,2015-07-13 09:23:38,2015-07-13 11:15:56,closed,1
20862,#to_json hangs with Redis client on payload,2015-07-13 10:35:10,2015-07-13 11:17:38,closed,4
20863,Subselect with polymorphic association produces invalid query in version 4.2.3,2015-07-13 13:41:35,2015-07-19 21:21:54,closed,5
20864,createjointable - does it generate model?,2015-07-13 15:34:26,2015-07-13 16:57:27,closed,2
20867,counter_cache does not update the parent updated_at column when the count decrease,2015-07-13 19:08:22,2015-08-13 23:53:28,closed,3
20869,ActionView::Helpers::NumberHelper.number_to_human formatting incorrectly on rounding,2015-07-13 22:50:02,2015-10-20 21:40:35,closed,1
20871,has_many through can't be used with other scopes on models with inheritance (not STI),2015-07-14 00:49:46,2015-07-20 00:12:28,closed,1
20874,Double validation errors when using autosave: true,2015-07-14 09:12:47,2015-07-18 14:32:10,closed,6
20875,capistrano deployment error - NameError: uninitialized constant Rails::Application::YAML,2015-07-14 10:45:51,2015-07-14 16:11:52,closed,1
20876,Rails is not converting timezones (config.time_zone not working),2015-07-14 12:50:07,2015-07-14 16:07:12,closed,6
20878,Add wildcards to template dependencies,2015-07-14 16:42:20,2015-07-27 18:27:57,closed,5
20879,image_alt checksum,2015-07-14 17:21:53,2015-07-14 17:33:43,closed,1
20882,New records are autosaved with parent even though marked for destruction,2015-07-14 21:36:07,2015-07-20 14:28:31,closed,11
20885,New SQL coloration doesn't work with heredoc generated SQL,2015-07-15 02:11:17,2015-12-07 08:26:25,closed,1
20891,Shallow resource routes in Engine not being respected,2015-07-15 22:22:13,2015-07-27 20:36:59,closed,1
20893,Polymorphic type is wrong when doing an association creation,2015-07-16 00:36:06,2015-10-14 23:35:26,closed,6
20894,Routes display order is misleading for single 'resource',2015-07-16 00:54:40,2015-07-27 19:07:52,closed,3
20896,Add a note to Active Record Validations Guide for acceptance method,2015-07-16 04:29:04,2015-09-15 01:18:37,closed,3
20898,find_each and find_in_batches don't work with_index,2015-07-16 08:10:18,2015-09-27 15:46:21,closed,4
20903,Rails should set default headers on 404 and 500,2015-07-16 20:11:45,2015-07-16 20:38:20,closed,1
20907,Strange query in 4.1.12,2015-07-16 23:30:50,2015-07-16 23:35:59,closed,4
20910,"enum with form for ""selected"" option seems to failed to point the selection",2015-07-17 05:58:19,2015-07-17 21:24:41,closed,4
20912,foreign key references wrong column,2015-07-17 09:35:11,2015-07-17 21:25:43,closed,3
20914,Errors in initializer causes `rails server` to fail with unknown command,2015-07-17 11:33:59,2015-07-17 15:44:45,closed,6
20916,An error pointing to action_controller/test_case.rb when use rspec,2015-07-17 15:27:30,2015-07-17 15:35:20,closed,1
20920,Mounted Engine named_routes Regression in v4.2.3,2015-07-17 20:17:18,2015-10-07 21:26:44,closed,2
20922,AC::Parameters no longer being a Hash has broken nested attributes,2015-07-18 00:25:14,2015-07-19 22:11:04,closed,9
20925,"You can use increment to enumerable attribute, then save it.Is it a bug?",2015-07-18 04:47:23,2015-07-18 12:53:00,closed,1
20927,Model.find is failing after after_create,2015-07-18 06:32:48,2015-07-18 21:29:42,closed,3
20939,Incorrect scoping on has_many :through relation called from intermediate model's after_save,2015-07-19 06:15:47,2015-07-19 21:09:58,closed,1
20941,app/views/layout/application.haml failed with use of ajax,2015-07-19 08:23:53,2015-07-20 01:57:19,closed,4
20942,"coffeescript files from views are embeded inside a ""function""",2015-07-19 08:26:14,2015-07-19 21:07:16,closed,2
20945,We need better integration test coverage,2015-07-19 22:10:51,2016-03-11 19:04:08,closed,15
20948,flash messages are empty with rails 3.2.22,2015-07-20 04:22:18,2015-07-20 04:57:19,closed,2
20964,railties 3.2.22 pins rack-ssl to 1.3,2015-07-21 09:58:00,2015-07-21 14:12:30,closed,2
20968,Restarting Rails console doesn't reload YAML files,2015-07-21 14:27:14,2015-07-27 17:52:42,closed,2
20969,NameError: instance variable @version not defined when tested with MySQL  5.7.7-rc,2015-07-21 15:17:31,2015-07-26 12:01:56,closed,1
20970,Time zone should default to system offset,2015-07-21 17:42:52,2015-07-27 16:13:51,closed,1
20971,HStore is saved but rolls back after reload [Rails 4.2],2015-07-21 18:03:45,2015-07-22 07:56:17,closed,2
20975,Potential Time.zone.parse problem in Ruby 2.0.0p598 v 2.0.0p643,2015-07-21 23:53:23,2015-07-21 23:54:28,closed,0
20978,How to run Gradle(android Studio) project in Eclipse LUNA,2015-07-22 09:50:49,2015-07-22 10:24:04,closed,1
20979,BigDecimal number_to_currency,2015-07-22 14:09:21,2015-07-23 07:10:44,closed,3
20980,Postgresql Adapter Fails Silently if psql is not installed,2015-07-22 14:22:29,2015-07-22 19:50:23,closed,3
20982,Does Ruby On Rails Migrations Support ParAccel?,2015-07-22 16:37:03,2015-07-22 16:49:59,closed,1
20988,ActiveRecord has_one associations not working after deserialization,2015-07-23 00:06:59,2015-10-05 01:32:06,closed,2
20990,AC::Parameters no longer being a Hash has broken find_or_initialize_by,2015-07-23 01:11:41,2015-12-16 22:35:58,closed,7
20991,Destroying has_many records raises error when it probably shouldn't,2015-07-23 03:50:31,2015-07-24 15:19:25,closed,3
20994,ActiveRecord transaction mixes objects up after rollback,2015-07-23 09:02:04,2015-09-28 03:17:00,closed,2
20995,Save many-to-many objects based on association primary key,2015-07-23 10:13:51,2016-02-03 04:40:48,closed,3
20998,where.not doesn't work correctly with polymorphic columns,2015-07-23 11:00:00,2015-07-23 11:14:30,closed,0
21001,json installation error ,2015-07-23 15:17:31,2015-07-23 18:46:06,closed,1
21002,ActiveRecord source plus inverse_of possibly broken in rails 4.2.x ,2015-07-23 17:26:11,2015-07-24 15:26:58,closed,6
21004,to_partial_path namespaced model - wrong path,2015-07-23 18:23:17,2016-02-21 12:32:00,closed,6
21006,Under concurrent load Dependencies.interlock might miss file changes,2015-07-23 19:35:53,2016-02-01 20:01:50,closed,3
21009,Issue with rake db:create/setup connecting to rails config/database.yml,2015-07-23 22:26:39,2015-07-24 14:42:43,closed,3
21011,wrap_parameters not including GET parameters,2015-07-24 01:25:46,2015-07-27 19:55:51,closed,3
21017,e record limit,2015-07-24 20:12:17,2015-07-24 20:12:47,closed,0
21028,Update CONTRIBUTING.md,2015-07-25 22:23:44,2015-07-25 22:54:22,closed,1
21029,Custom ActiveModel validations can only be declared once,2015-07-25 23:18:05,2015-07-27 19:40:18,closed,2
21032,ActionController::Parameters#== does not works as expected,2015-07-26 17:27:20,2016-01-21 22:36:10,closed,3
21034,My PR was locked and seems to be ignored,2015-07-26 19:35:35,2015-07-26 19:54:26,closed,1
21038,update_all and update_columns does not work with not operator,2015-07-27 12:33:55,2016-03-11 18:47:06,closed,5
21039,No method Eror after eager_load usage,2015-07-27 15:30:33,2015-07-27 16:19:00,closed,2
21041,Can't set HABTM association: Validation failed: Left side must exist,2015-07-27 18:00:20,2015-10-29 22:54:16,closed,10
21042,Rails 4.2.2: limit being removed during db:migrate when limit and array are both specified on an integer field,2015-07-27 18:06:02,2015-07-27 20:37:07,closed,1
21044,disable_ddl_transaction! is a misleading name,2015-07-27 23:58:20,2015-08-21 09:09:01,closed,4
21046,Super weird pluralization and singularization inflections,2015-07-28 06:19:26,2015-07-28 08:33:28,closed,1
21051,Getting an odd output with rake db:migrate on rails 4.2.3 / postgres,2015-07-28 19:48:55,2015-07-28 23:43:46,closed,9
21053,threading error when using `ActiveRecord with_connection do` (Puma),2015-07-29 09:03:07,2015-08-12 12:54:47,closed,2
21055,Exception Backburner::Job::JobTimeout -> ActiveJob::QueueAdapters::BackburnerAdapter::JobWrapper hit 119s timeout.,2015-07-29 13:35:52,2015-07-29 14:28:33,closed,1
21060,Rails 4.2: how to generate source maps?,2015-07-29 22:31:26,2015-08-04 23:40:19,closed,1
21066,Net::SMTPSyntaxError (501 Sender syntax err$ Heroku,2015-07-30 04:04:48,2015-08-03 11:22:02,closed,2
21067,undefined method `helper_method' for ActionController::API:Class (NoMethodError),2015-07-30 06:58:31,2015-10-02 16:24:42,closed,8
21068,Can't redirect to the same URL with a forward-slash appended,2015-07-30 08:45:49,2015-07-30 23:11:10,closed,4
21072, [edge guides] [Security guide] Inaccurate information about session CookieStore,2015-07-30 13:55:30,2015-08-11 12:00:49,closed,1
21073,[edge guides] [Active Job Basics] Unclear information about queueing a job with args,2015-07-30 14:23:09,2015-08-13 14:59:23,closed,4
21078,Can ruby 2.2 be used in a Rails 4.0 project?,2015-07-31 02:52:06,2015-07-31 16:17:35,closed,3
21079,Change method with valid arguments gives ArgumentError: invalid date,2015-07-31 07:15:00,2015-07-31 07:18:44,closed,0
